,ratings,reviews,usefulness_rating,name,id,reviews_clean
2268,4,"I enjoyed Oceans 11, I thought it was quite enjoyable, helped by the performances and the direction. However, I was disappointed with this film. Don't get me wrong, it is not a complete dud, thanks to the stellar performances from Brad Pitt, Catherine Zeta-Jones, George Clooney and Matt Damon especially and the efficient direction from Steven Soderbergh. However, the film really does suffer from truly lethargic pacing, some of the film was so slow I almost fell asleep between one key twist. Second, the plot is very convoluted and there are many twists and turns that makes it hard to keep up. The camera work wasn't as innovative as it was in the first movie either. Whereas in the first movie, it was smooth and professional, it was jerky and awkward here, and the music wasn't particularly memorable. The screenplay also wasn't as witty or as fun, and the film felt anti-climatic. At the end of the day it all felt a bit too lazy, despite the expert playing and direction. So much potential, but really a missed opportunity. 4/10 Bethany Cox ",0.7857142857142857,Ocean's Twelve,tt0349903,i enjoyed oceans i thought it was quite enjoyable helped by the performances and the direction however i was disappointed with this film dont get me wrong it is not a complete dud thanks to the stellar performances from brad pitt catherine zeta jones george clooney and matt damon especially and the efficient direction from steven soderbergh however the film really does suffer from truly lethargic pacing some of the film was so slow i almost fell asleep between one key twist second the plot is very convoluted and there are many twists and turns that makes it hard to keep up the camera work wasnt as innovative as it was in the first movie either whereas in the first movie it was smooth and professional it was jerky and awkward here and the music wasnt particularly memorable the screenplay also wasnt as witty or as fun and the film felt anti climatic at the end of the day it all felt a bit too lazy despite the expert playing and direction so much potential but really a missed opportunity bethany cox
2269,8,No review,-1.0,Ocean's Twelve,tt0349903,no review
2270,6,No review,-1.0,Ocean's Twelve,tt0349903,no review
2271,1,"Unfortunately I think this is one of those films that if you or I took it to the studio and said, 'can I make this great movie with my friends Mary, Mungo and Midge from school?' the studio would have you kicked to death on the spot. However, if a bunch of massive Hollywood names say, 'look, I fancy a jaunt to Italy with my mates, how about it?' the studio writes a cheque. We kick off with the casino boss from Ocean's 11 tracking down the robbers who made off with his cash, and then Brad Pitt is shagging Catherine Zeta Jones, and then there's some monkeying about in Amsterdam and Italy and such and such and then it all ends somehow. The film does, however, include the most shameful moment of both Julia Roberts' and Bruce Willis' careers, which is a cinematic gem. I nearly vomited in my lap and tore my eyes out when Julia Roberts, playing Tess in the movie, pretends to be (you guessed it) Julia Roberts! Bruce Willis stands about clearly wondering when he can leave, and how much the cheque will be. Ah well, to be fair, I'd have done it for the cash, so I suppose I can't really criticize the poor loves, but I'm a penniless slob not a Hollywood legend. I guess what really annoys me about this film is not that it is boring and pointless and has a terrible story, but that I think the actors probably all had good fun doing it! I think the actor's entire job is to project emotion outwards...I feel like I paid to go to the party, but had to stand outside in the rain. Booo! Watch it if you like Como, or fancy CZJ or something, but otherwise go for a walk. ",0.7596153846153846,Ocean's Twelve,tt0349903,unfortunately i think this is one of those films that if you or i took it to the studio and said can i make this great movie with my friends mary mungo and midge from school the studio would have you kicked to death on the spot however if a bunch of massive hollywood names say look i fancy a jaunt to italy with my mates how about it the studio writes a cheque we kick off with the casino boss from oceans tracking down the robbers who made off with his cash and then brad pitt is shagging catherine zeta jones and then theres some monkeying about in amsterdam and italy and such and such and then it all ends somehow the film does however include the most shameful moment of both julia roberts and bruce willis careers which is a cinematic gem i nearly vomited in my lap and tore my eyes out when julia roberts playing tess in the movie pretends to be you guessed it julia roberts bruce willis stands about clearly wondering when he can leave and how much the cheque will be ah well to be fair id have done it for the cash so i suppose i cant really criticize the poor loves but im a penniless slob not a hollywood legend i guess what really annoys me about this film is not that it is boring and pointless and has a terrible story but that i think the actors probably all had good fun doing it i think the actors entire job is to project emotion outwards i feel like i paid to go to the party but had to stand outside in the rain booo watch it if you like como or fancy czj or something but otherwise go for a walk
2272,-1,No review,-1.0,Ocean's Twelve,tt0349903,no review
2273,6,"A few years have passed since Danny Ocean's band of thieves robbed Terry Benedict's casino in Las Vegas, now he has tracked them all down and he wants his money back with interest. Obviously most of the money has been spent; if they are to avoid being killed they will have to steal more within a fortnight. Since they are too well known in the United States they head to Europe and set about planning a job which has been given them by a contact. Their do the job but find somebody has got there before them and left a message. Danny immediately realises that this thief is the person responsible for telling Benedict where everybody was. The other thief is 'The Night Fox', a French master thief who sees himself as Number One. Danny meets him and they make a bet; each will try to steal a Faberge egg that is due to be exhibited in Rome; if Danny's gang gets it the Night Fox will pay their debts; if they lose Danny will acknowledge that The Night Fox is the better thief and Benedict will have his revenge! If that wasn't enough Europol agent Detective Isabel Lahiri, who had previously dated Danny's partner Rusty is hunting the gang and the Night Fox. The previous film was a fun caper movie; with a bunch of thieves working together to rob a single 'impossible' target this sequel has plenty of fun moments but it is too messy. Here we have two robberies, a rival thief determined to beat them, a cop who one of the team dated and the knowledge that if they fail Benedict will have them killed. There are some good jokes and at one point is gets very Meta as Danny's wife Tess, played by Julia Roberts, tries to pass herself off as Julia Roberts and meets Bruce Willis who is playing himself! While there is an obvious threat and at times it looks as if everything has gone wrong for the gang I don't imagine many viewers will think things won't work out for them in the end. The cast, which is almost entirely well known, do a solid job and are clearly having fun. Overall this is hardly a must see but it isn't terrible and is a pleasant enough way to pass a couple of hours. ",0.75,Ocean's Twelve,tt0349903,a few years have passed since danny oceans band of thieves robbed terry benedicts casino in las vegas now he has tracked them all down and he wants his money back with interest obviously most of the money has been spent if they are to avoid being killed they will have to steal more within a fortnight since they are too well known in the united states they head to europe and set about planning a job which has been given them by a contact their do the job but find somebody has got there before them and left a message danny immediately realises that this thief is the person responsible for telling benedict where everybody was the other thief is the night fox a french master thief who sees himself as number one danny meets him and they make a bet each will try to steal a faberge egg that is due to be exhibited in rome if dannys gang gets it the night fox will pay their debts if they lose danny will acknowledge that the night fox is the better thief and benedict will have his revenge if that wasnt enough europol agent detective isabel lahiri who had previously dated dannys partner rusty is hunting the gang and the night fox the previous film was a fun caper movie with a bunch of thieves working together to rob a single impossible target this sequel has plenty of fun moments but it is too messy here we have two robberies a rival thief determined to beat them a cop who one of the team dated and the knowledge that if they fail benedict will have them killed there are some good jokes and at one point is gets very meta as dannys wife tess played by julia roberts tries to pass herself off as julia roberts and meets bruce willis who is playing himself while there is an obvious threat and at times it looks as if everything has gone wrong for the gang i dont imagine many viewers will think things wont work out for them in the end the cast which is almost entirely well known do a solid job and are clearly having fun overall this is hardly a must see but it isnt terrible and is a pleasant enough way to pass a couple of hours
2274,7,"Oceans 12 has been given a lot of bad press, Some, if not most of it, deserved. However, there is no escaping the fact that this is a very funny and very entertaining movie. The film does have it's bad points though, first of all Andy Garcia reprising his role as Casino Owner Terry Benedict, is hardly given screen time apart for some at the beginning and some at the end, as a result the film is robbed of a really menacing 'bad guy' even though our hero's are in fact villains themselves. With this in mind I cannot help but feel that the trailer is somewhat misleading, as it wrongly portrays Benedict to be a major protagonist in this sequel, when he's there only to flesh out the plot. Three good things about this movie is Matt Damon, Matt Damon and Matt Damon as he is the only person on the screen that is taking his role half seriously, and he's a delight to watch, especially when he takes the reigns when most of his cohorts are incarcerated. Most of the cast from the first film, seems to be there only to tie it in with oceans 11 as Elliott Gould hardly says a thing neither does Carl Riener, and Bernie Mac spends the majority of the movie in a dutch prison and is hardly seen. Clooney and Pitt, don't seem as cool or as smart as in the 1st movie, and the whole team show themselves to be nothing more than frightened children afraid of the boogeyman, when confronted with an irate hotel owner to whom they owe nearly $200 million. So in contrast from the 'who care's who we're stealing from' type of guys we were introduced to a couple of years ago. This is where the disappointment of the movie comes. Catherine Zeta Jones, is introduced as some Interpol type of cop, who conveniently used to have an affair with Pitt's character, and for the first time in ages, she doesn't adopt a phony American accent, which subsequently make this one of her less annoying roles. We are also introduced to a character called 'nightfox' who tries to steal a faberge egg by somersaults, back flipping and dancing over the laser floor sensors, just like erm....Catherine Zeta Jones did in Entrapment. I almost die form Calcium overdose when the movie gets so cheesy to include a scene with Bruce Willis as Bruce Willis and Julia Roberts, pretending to be Julia Roberts, the cheese continues, when a woman comes to question the group from prison, which, (and quite predictably might I add), turns out to be Damon's Characters Mother. and the mozzarella marathon continues in the clichéd and predictable scene where Jones is reunited with her father. Contrary to the shape my review is taking, I did like the movie, and there was enough shenanigans to keep me chuckling throughout. However, a further sequel would be ill advised as it in no way stands up to the 1st movie. This movie will not win any Oscars, but an award should be given to Casey Afflecks Moustache, for 'best supporting actor in a comedy role' such is it's hilarity. ",0.5714285714285714,Ocean's Twelve,tt0349903,oceans has been given a lot of bad press some if not most of it deserved however there is no escaping the fact that this is a very funny and very entertaining movie the film does have its bad points though first of all andy garcia reprising his role as casino owner terry benedict is hardly given screen time apart for some at the beginning and some at the end as a result the film is robbed of a really menacing bad guy even though our heros are in fact villains themselves with this in mind i cannot help but feel that the trailer is somewhat misleading as it wrongly portrays benedict to be a major protagonist in this sequel when hes there only to flesh out the plot three good things about this movie is matt damon matt damon and matt damon as he is the only person on the screen that is taking his role half seriously and hes a delight to watch especially when he takes the reigns when most of his cohorts are incarcerated most of the cast from the first film seems to be there only to tie it in with oceans as elliott gould hardly says a thing neither does carl riener and bernie mac spends the majority of the movie in a dutch prison and is hardly seen clooney and pitt dont seem as cool or as smart as in the st movie and the whole team show themselves to be nothing more than frightened children afraid of the boogeyman when confronted with an irate hotel owner to whom they owe nearly million so in contrast from the who cares who were stealing from type of guys we were introduced to a couple of years ago this is where the disappointment of the movie comes catherine zeta jones is introduced as some interpol type of cop who conveniently used to have an affair with pitts character and for the first time in ages she doesnt adopt a phony american accent which subsequently make this one of her less annoying roles we are also introduced to a character called nightfox who tries to steal a faberge egg by somersaults back flipping and dancing over the laser floor sensors just like erm catherine zeta jones did in entrapment i almost die form calcium overdose when the movie gets so cheesy to include a scene with bruce willis as bruce willis and julia roberts pretending to be julia roberts the cheese continues when a woman comes to question the group from prison which and quite predictably might i add turns out to be damons characters mother and the mozzarella marathon continues in the clichéd and predictable scene where jones is reunited with her father contrary to the shape my review is taking i did like the movie and there was enough shenanigans to keep me chuckling throughout however a further sequel would be ill advised as it in no way stands up to the st movie this movie will not win any oscars but an award should be given to casey afflecks moustache for best supporting actor in a comedy role such is its hilarity
2275,7,"While there are enough reasons for one to have reservations about calling this a great film, I must admit that I still found it quite decent entertainment. Soderbergh keeps it well paced and entertaining on a visual level, even with some overly shaky photography and awkward freeze frames, plus there is a great plot twist involving Julia Roberts and Bruce Willis later in the film. The best aspect of this crime caper though is Catherine Zeta-Jones, who adds a lot of sparks and a fresh streak to the material. Yes, the film has its downfalls, such as the plot, which is mostly a series of incidents that only work because one does not know what will happen next, and such as Andy Garcia's cardboard acting. The film lacks much depth and does not execute the buddy-buddy aspect as well as the first film did; however it is kind of fun in its own way: mindless amusement with some great visuals, a twisted plot, and credible acting by Zeta-Jones. No, it is not as good as one would expect with Soderbergh at the helm, but neither is it all that bad. ",0.5,Ocean's Twelve,tt0349903,while there are enough reasons for one to have reservations about calling this a great film i must admit that i still found it quite decent entertainment soderbergh keeps it well paced and entertaining on a visual level even with some overly shaky photography and awkward freeze frames plus there is a great plot twist involving julia roberts and bruce willis later in the film the best aspect of this crime caper though is catherine zeta jones who adds a lot of sparks and a fresh streak to the material yes the film has its downfalls such as the plot which is mostly a series of incidents that only work because one does not know what will happen next and such as andy garcias cardboard acting the film lacks much depth and does not execute the buddy buddy aspect as well as the first film did however it is kind of fun in its own way mindless amusement with some great visuals a twisted plot and credible acting by zeta jones no it is not as good as one would expect with soderbergh at the helm but neither is it all that bad
2276,6,No review,-1.0,Ocean's Twelve,tt0349903,no review
2277,-1,"I loved Ocean's Eleven so I was hesitant to watch the sequel but this didn't fall flat the way so many sequels do. It is strange in that it builds off the original, you would be lost without previous knowledge of Ocean's Eleven, but yet it has an entirely new tone and feeling as well as European look rather than the Vegas glitz of the first movie. I was very happy that all of the originals came back for the sequel. If you like a good action movie that keeps you guessing then this movie is for you. It was very nice to see Brad Pitt's character fleshed out more in this movie. I would like to have seen more of the banter between the Malloy brother characters but on the whole the movie left me wondering if there will be an Ocean's 13. There seemed to be an opening for one with where they left the Night Fox at the end of Ocean's Twelve. ",0.5510204081632653,Ocean's Twelve,tt0349903,i loved oceans eleven so i was hesitant to watch the sequel but this didnt fall flat the way so many sequels do it is strange in that it builds off the original you would be lost without previous knowledge of oceans eleven but yet it has an entirely new tone and feeling as well as european look rather than the vegas glitz of the first movie i was very happy that all of the originals came back for the sequel if you like a good action movie that keeps you guessing then this movie is for you it was very nice to see brad pitts character fleshed out more in this movie i would like to have seen more of the banter between the malloy brother characters but on the whole the movie left me wondering if there will be an oceans there seemed to be an opening for one with where they left the night fox at the end of oceans twelve
2278,6,"This movie tries to make the heist more realistic and complex than the one in Ocean's 11, but it fails. In doing so, they made the movie less intriguing and confusing at times. This movie definitely has more funny moments than Ocean's 11, but that doesn't matter as it's not like it is a comedy movie. I see what they was trying to which was to make the heist look less easy, but it just lacked the thrill. ",1.0,Ocean's Twelve,tt0349903,this movie tries to make the heist more realistic and complex than the one in oceans but it fails in doing so they made the movie less intriguing and confusing at times this movie definitely has more funny moments than oceans but that doesnt matter as its not like it is a comedy movie i see what they was trying to which was to make the heist look less easy but it just lacked the thrill
2279,2,"SPOILER!! Terrible camera work, horrible writing, non-existent plot, and numerous plot wholes. Wonderful acting! Except for Julia Roberts. Who poorly plays someone who is impersonating Julia Roberts, poorly. Catherine Zeta Jones is adorable in this movie. During the movie, we repeatedly zoom in, on each of the twelve (!) characters. Twelve is too many, even for a classic like 12 Angry Men. And the problem is, we tediously zoom in on the characters, when all of them are in the same room, doing the same thing. Yep, Clooney's eating. Yep, Pitt's eating. Yep, the ""Jew"" is eating. Yep, the geek is eating. Yep, the bodybuilder's eating. Yep, Mr. Sensitive is eating. Yep. Yep. Yep. Yep--Yep. Yep. Phew! This happens at least three other times in the movie. Yep, they're all sitting in cars, bored. Yep, they're all getting arrested, frightened. Yep, they're all being led out of a jail, depressed. But it wasn't until I was home that I realized how badly they'd ""got"" me on this one. This is a heist movie, right? That's what I went to see, right? But when I walked in and set my car keys in the change jar, only then I realized: NOTHING WAS ACTUALLY STOLEN IN THIS MOVIE! That's right. It's a heist movie, where nothing gets stolen. Oh, they try. They go to try and steal some boring document or something, from some guy's house (whatever), and it turns out it's already been stolen. 20 minutes of my life, wasted. Then they try to steal some egg from some museum (YAWN!), and they screw that up and get arrested. Then we see how some fairy french guy stole the egg even before they did, and we get all the joy of ""Entrapment"", except this time the person inside the tight catsuit dancing around the fake lasers is... an ugly skinny french guy. Um. But it turns out he didn't actually steal the egg either. Actually, our heroes stole the egg, LOOOONG ago, in another movie entirely, which would have been a GREAT movie to watch, had they made that movie. Instead we see a 30 second clip in black-and-white about how they robbed some college student of his back-pack. You heard me... the daring caper, the ultimate heist-- the buildup of this 2 and a half hours of utter boring crap-- is them stealing a back-pack from a college student, by creatively getting into a fight over baseball teams and distracting him, and replacing his back-pack with an identical back-pack? What??  Ugh. I'm telling you, this was so bad, I didn't even realize just how bad it was-- just how badly I'd been robbed-- until I got home. ",0.7647058823529411,Ocean's Twelve,tt0349903,spoiler terrible camera work horrible writing non existent plot and numerous plot wholes wonderful acting except for julia roberts who poorly plays someone who is impersonating julia roberts poorly catherine zeta jones is adorable in this movie during the movie we repeatedly zoom in on each of the twelve characters twelve is too many even for a classic like angry men and the problem is we tediously zoom in on the characters when all of them are in the same room doing the same thing yep clooneys eating yep pitts eating yep the jew is eating yep the geek is eating yep the bodybuilders eating yep mr sensitive is eating yep yep yep yep yep yep phew this happens at least three other times in the movie yep theyre all sitting in cars bored yep theyre all getting arrested frightened yep theyre all being led out of a jail depressed but it wasnt until i was home that i realized how badly theyd got me on this one this is a heist movie right thats what i went to see right but when i walked in and set my car keys in the change jar only then i realized nothing was actually stolen in this movie thats right its a heist movie where nothing gets stolen oh they try they go to try and steal some boring document or something from some guys house whatever and it turns out its already been stolen minutes of my life wasted then they try to steal some egg from some museum yawn and they screw that up and get arrested then we see how some fairy french guy stole the egg even before they did and we get all the joy of entrapment except this time the person inside the tight catsuit dancing around the fake lasers is an ugly skinny french guy um but it turns out he didnt actually steal the egg either actually our heroes stole the egg loooong ago in another movie entirely which would have been a great movie to watch had they made that movie instead we see a second clip in black and white about how they robbed some college student of his back pack you heard me the daring caper the ultimate heist the buildup of this and a half hours of utter boring crap is them stealing a back pack from a college student by creatively getting into a fight over baseball teams and distracting him and replacing his back pack with an identical back pack what ugh im telling you this was so bad i didnt even realize just how bad it was just how badly id been robbed until i got home
2280,-1,No review,-1.0,Ocean's Twelve,tt0349903,no review
2281,7,No review,-1.0,Ocean's Twelve,tt0349903,no review
